Name	pcrtBAA_vs_GFPAA_filtered
Niben261Chr02g0078007.1	0,907630282129529
Niben261Chr07g0480003.1	-1,25395291142745
Niben261Chr11g1114004.1	0,846549299624477
Niben261Chr09g0677003.1	-0,97949855862785
Niben261Chr15g1084002.1	-0,924884454166484
Niben261Chr12g1113006.1	0,775512938961939
Niben261Scf02917g0000010.1	1,06040866196285
Niben261Chr13g0042007.1	-1,25062946424754
Niben261Chr13g1100004.1	0,641938150122582
Niben261Chr15g1526002.1	0,589924317886459
Niben261Chr18g1221012.1	-0,628663392594536
Niben261Chr19g1465001.1	-0,761766567001827
Niben261Chr11g0323008.1	-1,0430635722612
Niben261Chr07g1390008.1	-1,05466630460724
Niben261Chr07g1189006.1	-1,1933793877428
Niben261Chr07g0305002.1	-0,755932459552128
Niben261Chr02g0270003.1	0,63296943891874
Niben261Chr19g0490002.1	0,823219848434037
Niben261Chr05g0626001.1	-1,46324246702521
Niben261Chr06g0422010.1	0,892934400549093
Niben261Chr17g0737011.1	-0,68037773040956
Niben261Chr18g0399004.1	0,649690460791842
Niben261Chr07g0670003.1	0,799191593352487
Niben261Chr08g0864008.1	-1,65377712717172
Niben261Chr15g1034031.1	-0,816785562211977
Niben261Chr05g1367004.1	0,664229602500197
Niben261Chr09g0112016.1	0,756834472505287
Niben261Chr17g0618003.1	-1,11698286749543
Niben261Chr01g1765006.1	-0,636152121035848
Niben261Chr11g0022011.1	-1,24232972227767
Niben261Chr10g0462009.1	1,75613092461658
Niben261Chr06g1455005.1	-0,612475417720911
Niben261Chr12g0107005.1	-0,921214668880736
Niben261Chr13g0055006.1	-0,959827818204695
Niben261Chr05g0166001.1	-0,848289006298045
Niben261Chr04g0411009.1	-1,39569080951961
Niben261Chr13g1163002.1	0,815252257356392
Niben261Chr07g0857003.1	-0,745473584605693
Niben261Chr19g1287007.1	0,943331788390669
